#{"t_start": 1646005197.5494184, "env_id": null}
r,l,t
-660.5,269,89781.851881
-337.3,391,89816.959927
-1004.7,264,89840.059904
-634.3,238,89860.130429
-763.9,255,89882.400783
-70.9,208,89899.544894
-329.3,237,89918.630806
-394.5,221,89938.838802
-146.2,205,89955.884789
-487.6,218,89973.699041
-586.5,244,89993.785808
-35.0,207,90010.865716
-436.3,220,90030.919765
-710.4,247,90049.968823
-880.9,268,90073.349292
-108.6,213,90090.872773
83.2,197,90107.206772
83.4,371,90140.65481
-214.7,219,90158.748773
-381.4,226,90177.806754
-351.4,224,90196.840777
25.0,188,90213.650902
-357.8,231,90234.086685
-98.6,198,90251.162751
-297.8,209,90269.005716
13.4,189,90285.302733
-179.3,216,90304.719722
-94.0,229,90322.649731
-65.1,185,90340.442635
-435.4,253,90360.979917
-359.1,231,90380.053715
-496.7,214,90400.146787
-521.4,233,90421.092694
-631.1,213,90441.843984
-691.9,272,90467.426788
-49.5,207,90484.536674
-620.8,252,90504.887785
-684.5,245,90527.788659
-512.2,258,90548.215682
-125.0,208,90567.556701
-236.1,242,90586.696628
-326.1,246,90606.770655
-1135.0,261,90630.289599
-225.6,197,90647.341593
-234.3,206,90664.377666
-657.6,285,90688.425955
-541.4,256,90709.964613
-129.1,201,90727.006631
-117.2,193,90744.086619
-13.0,208,90761.123637
-41.0,205,90780.544135
-142.0,227,90798.62643
27.1,193,90815.428573
-530.2,375,90847.454062
-692.9,208,90867.228616
-122.0,225,90886.26253
12.2,208,90903.803517
-125.4,379,90938.335525
-142.0,229,90957.392971
-111.3,216,90975.472572
-875.3,264,90998.582583
24.6,185,91015.082366
48.9,196,91031.30055
63.5,198,91048.519959
-319.0,369,91079.597548
70.9,340,91111.629439
66.9,193,91128.809456
68.5,383,91160.888431
-646.9,213,91180.871465
-134.5,219,91199.156764
-292.5,262,91220.190485
-1302.8,297,91247.265091
-313.8,212,91266.304461
-1706.8,353,91298.405381
-508.3,233,91317.666472
-451.0,225,91338.764549
-884.0,307,91364.572423
-120.7,211,91382.81
33.5,206,91399.516487
59.2,188,91416.190897
38.9,194,91433.189425
-97.0,217,91451.35143
13.6,192,91468.045452
-367.2,226,91486.418233
106.5,372,91521.468462
-1450.0,357,91551.500413
-378.6,230,91571.961418
-717.0,249,91592.528249
-510.3,237,91611.570476
-619.5,254,91633.646426
-784.5,231,91652.847514
-335.0,221,91670.913402
-346.8,209,91690.212388
-934.8,279,91712.241384
44.6,344,91744.272431
-716.6,248,91764.36338
-315.5,226,91785.525341
58.0,400,91822.388412
-238.5,214,91839.921329
-804.1,270,91862.379409
-940.6,236,91883.638426
88.6,186,91899.894333
12.6,219,91917.510353
22.5,192,91934.022329
64.2,212,91951.331418
61.1,195,91968.077454
17.4,211,91985.590363
-277.6,218,92003.744336
-412.1,253,92025.840342
-780.0,274,92048.033308
-160.5,213,92066.098331
-161.0,197,92083.177365
-326.2,345,92114.848361
-868.8,266,92138.92929
1.3,212,92157.202207
-1.9,212,92174.794743
22.1,201,92191.80633
-553.8,253,92212.839323
-948.8,244,92235.325349
-17.1,198,92251.998593
55.9,193,92268.366318
78.2,200,92284.830341
-133.0,204,92302.09735
-194.0,216,92320.023488
-484.2,252,92340.251319
-511.1,232,92361.401326
42.3,193,92377.681092
68.9,199,92394.120273
-602.7,225,92413.001172
48.4,204,92429.712716
-224.9,216,92447.803304
-257.7,200,92464.878502
-226.3,246,92486.297385
-43.4,216,92504.335348
-286.5,229,92523.232339
-335.9,225,92542.264296
-144.4,220,92560.312468
-618.0,232,92580.848243
-113.7,193,92598.021245
40.2,195,92614.356629
-244.6,202,92631.828214
8.2,201,92648.486642
82.7,198,92665.485817
-958.1,277,92688.320317
-88.4,210,92706.347897
-966.9,243,92728.369264
-646.3,242,92748.833865
-280.7,221,92769.07558
-1073.2,295,92795.443296
-53.0,226,92813.198257
70.0,187,92829.450127
-383.4,225,92846.83337
-222.9,214,92864.868214
-364.8,229,92883.912386
-151.0,207,92901.934797
-695.6,241,92924.286165
-83.2,206,92942.323863
-463.5,230,92961.760186
-214.1,205,92979.092271
-554.6,230,93000.334213
-425.8,243,93020.463576
-56.1,198,93037.493202
-1047.8,262,93063.472983
-330.6,223,93083.053176
41.7,195,93100.580225
81.5,391,93135.623668
-800.5,262,93156.679217
-969.2,233,93178.545178
-756.7,283,93201.348264
-121.4,197,93218.447218
-1563.8,308,93245.47631
-644.3,230,93266.595835
-21.3,211,93283.611531
-623.5,247,93303.948136
-561.4,204,93322.000056
-1185.6,285,93347.088192
-32.8,218,93365.292552
-1450.2,310,93394.525066
-812.7,275,93416.756182
-107.8,222,93435.271152
-1018.2,245,93458.325197
-778.1,258,93481.440172
-220.3,219,93499.738973
-158.9,202,93516.830118
38.4,195,93533.360956
-8.5,199,93550.335125
-397.8,223,93569.415155
-1155.5,305,93596.125389
-207.2,207,93614.005071
-172.9,207,93631.771097
-290.7,223,93650.826095
-457.1,373,93685.948061
-418.9,226,93705.096067
-44.1,218,93723.194125
-949.1,242,93745.506332
-1383.6,324,93774.2241
14.9,195,93791.067049
-315.4,235,93810.308069
-466.3,209,93830.368102
25.2,210,93847.501111
-137.4,199,93864.547122
-879.4,289,93891.076576
-973.4,281,93914.169046
-373.1,217,93932.223067
-62.3,199,93949.295058
-234.3,203,93969.599991
-765.7,277,93992.625115
-180.4,218,94011.672054
-333.4,208,94031.752068
-579.9,261,94053.085108
-227.3,230,94072.126016
-640.3,255,94094.482087
-177.0,201,94111.560045
-690.9,246,94131.655036
-544.5,207,94151.717099
-89.7,202,94168.792002
-253.2,209,94185.813985
-171.2,218,94204.141956
-56.3,191,94221.199989
-56.5,206,94238.23535
-354.6,233,94257.345015
35.2,188,94273.815019
-424.5,241,94292.860941
-295.4,209,94312.532007
50.5,203,94329.592
-34.6,215,94347.028598
-367.4,217,94365.21699
-619.6,253,94385.299899
-249.9,203,94402.391876
-601.1,234,94423.748103
36.0,190,94440.15601
84.2,189,94456.725002
-286.4,231,94475.796937
-279.6,219,94494.007
-890.8,242,94514.105046
-203.2,185,94530.408016
-198.3,212,94548.077994
-181.8,205,94565.31391
19.7,196,94581.580986
-299.0,208,94601.444766
-347.7,221,94619.548959
-1200.9,308,94646.978921
-843.9,273,94670.969954
-944.4,291,94694.385938
-139.5,199,94711.407011
-170.5,339,94743.464532
-304.5,217,94761.556972
-149.6,194,94778.580255
-65.7,211,94795.671594
34.7,194,94812.30314
94.1,183,94828.832977
-684.1,260,94850.23796
-180.0,199,94866.820017
-311.3,191,94884.89397
-176.2,208,94902.976897
-69.4,334,94935.064882
34.6,190,94951.744887
62.2,193,94968.385108
-7.7,207,94986.046875
-529.4,237,95005.111441
-419.6,229,95024.155941
-902.2,231,95046.008897
-1040.2,296,95071.503844
-810.9,262,95092.768872
-228.1,230,95111.92084
-81.4,190,95128.483083
-21.3,198,95145.515945
-342.2,217,95165.140823
-47.6,203,95182.954275
-1079.4,280,95206.039533
-752.9,251,95229.125801
-267.9,211,95247.166273
-932.7,263,95270.992814
-38.1,202,95288.442506
-345.7,216,95306.564943
-478.0,251,95326.816844
-702.6,224,95347.918779
-85.4,204,95365.178782
-327.3,214,95382.269102
-249.6,377,95417.61282
-96.7,212,95435.148939
-159.2,222,95454.010782
-396.8,209,95472.279767
-196.0,205,95489.616817
-69.7,198,95506.888739
-364.8,243,95526.911824
-181.3,197,95543.981795
0.2,207,95561.254771
-267.6,212,95581.317728
20.8,200,95598.08267
-339.6,222,95616.360728
-431.7,232,95635.616732
-126.4,199,95653.053095
-1001.2,295,95678.398782
-235.3,205,95696.799744
-266.9,194,95713.910707
-530.9,252,95736.236725
-118.4,214,95754.299744
-266.0,234,95774.09842
-561.1,235,95795.173682
-843.2,231,95816.526724
-536.4,236,95836.43067
-1027.0,299,95862.43562
-57.9,192,95879.524627
-20.4,199,95896.069669
-581.6,246,95916.35629
-763.5,239,95938.4297
-865.8,271,95962.388011
-1000.7,301,95988.007109
11.8,204,96005.184641
-1039.4,288,96028.999568
-838.8,233,96050.453232
-716.6,230,96069.719582
-93.7,200,96086.989559
0.1,204,96104.228633
-105.4,215,96122.299638
-218.0,210,96140.345209
-535.1,211,96158.648442
-796.3,248,96181.669629
-467.7,356,96214.45299
-17.8,204,96231.726529
-910.1,256,96253.688589
-622.5,256,96276.640903
36.9,203,96293.19913
-693.7,231,96312.276458
-566.4,246,96332.360738
-221.2,199,96349.592896
74.0,377,96384.719376
-282.5,218,96403.831875
-312.9,335,96435.87411
78.0,187,96452.143225
-348.0,240,96471.540541
-432.3,222,96490.897845
-1260.7,312,96517.945828
-1421.8,305,96544.993541
-541.3,215,96565.843837
-382.9,223,96585.044113
-484.0,230,96604.345391
-656.1,241,96626.550728
-139.8,203,96644.081895
-246.0,217,96661.790157
-398.2,196,96678.87557
-534.7,265,96700.946708
-350.0,219,96721.97097
-116.0,213,96739.911413
-225.6,236,96759.03571
-144.2,206,96776.418755
-325.1,229,96795.471059
-149.6,206,96812.528189
-388.2,196,96830.595533
-193.9,207,96847.648418
-1337.4,283,96873.695063
-808.7,224,96894.894937
-794.8,245,96915.299619
-567.6,247,96935.6224
-412.5,198,96953.036159
-946.2,237,96975.77651
27.8,198,96992.444692
68.9,179,97008.71496
-130.6,208,97026.674154
-510.4,222,97045.741111
-1227.8,302,97072.773358
18.9,364,97106.485331
151.6,362,97138.313668
-989.4,250,97161.726968
-455.0,210,97179.983229
-253.1,226,97199.044524
-115.8,188,97216.131804
-385.0,223,97235.379993
-64.8,194,97252.587243
-592.3,233,97271.731983
-116.2,214,97291.864752
8.0,214,97309.472005
-835.2,277,97331.863629
-300.2,198,97349.64174
-1152.2,268,97374.021906
50.0,188,97390.314228
-124.4,207,97407.812359
-86.6,203,97424.838556
-471.0,319,97454.635008
-311.0,228,97475.853296
-744.9,389,97510.93074
-394.4,206,97528.799029
-157.7,198,97545.889273
-764.3,235,97568.204545
-121.4,208,97585.66282
-511.6,244,97607.116048
-97.3,328,97639.22748
-1022.8,291,97665.361822
-327.1,220,97684.026118
-537.2,231,97703.146434
-87.8,193,97720.269595
-451.0,233,97740.362859
-142.0,205,97758.429145
-428.0,201,97776.506365
-919.5,248,97798.786726
24.1,382,97833.892489
-23.7,205,97851.645573
-973.2,288,97876.813749
-961.4,283,97900.605042
-850.1,218,97924.105961
-485.0,203,97945.012145
-652.0,353,97980.285773
-97.7,196,97998.300431
30.5,365,98033.413811
43.9,185,98049.917065
-1029.0,290,98075.42077
-777.7,233,98096.50997
-488.5,238,98116.597602
-611.7,253,98140.100244
45.1,195,98156.948548
90.5,189,98173.228505
-267.4,215,98191.857022
-649.4,262,98214.137423
-612.5,225,98235.339858
-294.1,236,98254.398544
-84.1,192,98271.446643
-418.9,237,98291.682489
-136.7,181,98307.936375
-68.6,196,98324.934366
-1153.2,291,98353.248323
-280.1,217,98372.085557
-850.0,241,98395.170825
-81.3,202,98413.214097
-102.5,212,98431.030329
-38.7,209,98448.483585
-74.4,212,98466.307806
-1038.4,287,98491.843648
-172.8,207,98510.895434
16.1,183,98527.858061
-1076.0,272,98551.102901
-676.2,225,98572.189512
-44.2,193,98589.219468
-110.0,213,98607.633774
-84.9,204,98624.683974
-318.0,231,98644.400249
-794.5,237,98664.452812
-1447.7,309,98691.950878
-360.1,182,98708.326572
-174.4,217,98726.81337
-49.4,193,98743.870772
-406.7,222,98765.261871
-241.4,228,98784.394126
47.1,361,98817.79294
99.2,347,98848.257994
-54.6,210,98865.908372
-1150.7,284,98890.989594
-434.3,240,98911.132237
-510.7,207,98929.175203
-929.7,225,98950.365366
-121.6,204,98968.586705
-648.4,263,98990.925965
-1299.2,297,99018.002309
-272.4,223,99039.122588
-225.4,207,99057.276016
-153.5,207,99075.04316
-220.4,222,99093.163339
-569.6,253,99113.230633
-47.8,359,99146.931036
-468.2,234,99167.211335
-300.8,208,99184.256558
-138.1,206,99201.405128
-252.7,196,99218.503572
-375.4,187,99235.551252
79.2,196,99251.987535
-665.7,225,99272.471722
-1114.9,305,99299.199168
-105.5,203,99316.634355
-403.5,213,99335.065605
-1072.3,280,99361.364935
-56.5,215,99379.780019
38.1,190,99396.473796
-159.5,214,99414.876683
-178.2,203,99433.710151
-485.2,220,99452.754264
-507.7,242,99472.835493
-370.1,193,99489.90375
-435.7,214,99507.968993
-1405.6,311,99538.454434
-580.0,274,99561.608761
-841.4,235,99583.129071
102.5,364,99615.160455
-48.9,375,99650.294968
10.7,194,99666.838141
-64.1,200,99684.065151
-111.3,198,99701.091681
77.7,190,99717.448839
-605.3,241,99737.86513
-584.4,215,99756.950227
-1424.2,313,99786.671633
-110.0,208,99804.253094
34.8,198,99821.781266
13.8,199,99839.271718
-19.4,203,99857.016872
-10.5,194,99874.411731
-247.5,207,99892.242776
-55.5,209,99909.770748
-1175.7,319,99937.803316
-930.2,264,99961.458987
-506.1,208,99979.715841
-29.0,197,99996.849893
-171.7,208,100015.386926
-950.9,290,100040.475952
-7.9,209,100057.999986
-432.9,220,100077.06007
-328.4,210,100095.107071
-581.4,239,100115.429013
-406.6,208,100133.864029
-1469.7,298,100161.894131
-23.7,202,100178.963127
-200.9,197,100196.040185
-378.2,204,100214.096165
-606.4,210,100234.244241
-46.4,204,100251.931188
-869.6,270,100274.155261
-733.2,227,100295.796288
-572.5,232,100314.842505
-1046.4,274,100341.570318
64.9,195,100358.405379
-55.6,208,100376.527357
-442.1,223,100395.319474
-601.9,234,100415.98245
-167.5,208,100434.073514
-375.5,222,100455.025611
-105.3,213,100473.726445
23.2,192,100490.715543
-816.2,250,100512.328576
-47.1,200,100529.391589
-431.7,241,100549.955541
-1308.6,306,100578.765655
-192.2,226,100596.914695
26.0,193,100613.596693
-433.0,228,100633.056545
-14.6,187,100649.565818
-311.2,207,100667.615754
-393.1,246,100687.65983
-447.2,211,100708.254832
-1213.7,312,100736.214905
-202.6,204,100753.568003
-181.3,213,100771.856973
-440.7,225,100791.103006
-499.1,346,100823.977043
64.8,207,100841.622846
-1209.8,301,100869.010286
-43.2,207,100886.618114
-1042.2,273,100909.736119
-1251.1,252,100932.967422
-899.7,264,100957.617177
-58.6,205,100974.998215
-258.2,207,100993.391218
-1014.8,284,101018.530212
-97.4,205,101036.769338
-511.4,239,101057.045296
-349.2,219,101076.710515
-460.0,221,101096.083416
29.8,343,101129.246427
-82.5,194,101146.469475
55.0,192,101163.257467
-152.3,196,101180.341286
87.5,195,101197.226401
-247.6,211,101215.572554
-597.4,216,101235.632534
-633.2,240,101256.52344
-510.8,218,101275.603607
-679.0,216,101296.722627
-959.6,268,101318.756716
-80.3,210,101336.780704
-123.9,208,101354.872825
-1072.0,249,101377.901807
-238.7,218,101396.542199
-345.2,223,101415.61683
-609.4,225,101437.362491
-45.8,199,101454.829902
20.4,200,101472.647853
-1182.7,298,101499.114252
-167.7,222,101518.498001
-204.2,205,101536.748144
-346.4,218,101554.804022
-928.2,261,101578.768019
-1020.0,291,101604.940069
-309.7,219,101623.697031
65.5,185,101640.224731
-88.0,210,101657.585366
-369.3,222,101676.628107
-434.8,225,101695.897213
-882.6,245,101718.850196
67.6,202,101735.730183
-260.2,210,101754.077791
-22.5,189,101771.34429
-656.1,227,101790.398338
-701.8,247,101811.454846
-127.3,202,101828.726476
-1389.0,298,101855.918737
-480.7,197,101874.005397
-996.3,250,101897.529444
-104.2,193,101914.903419
33.5,195,101932.732494
-126.4,200,101951.058581
-1147.0,300,101977.495545
75.0,348,102009.5566
101.6,336,102041.805629
-115.2,205,102059.788617
-152.6,216,102078.525691
-128.0,185,102095.002669
-51.2,197,102112.563973
-804.9,233,102133.070435
-374.7,200,102152.335604
-275.5,208,102170.446793
-834.6,241,102191.080873
-1087.8,246,102214.167938
-366.3,211,102232.261921
-872.3,260,102256.244182
-106.8,208,102274.093952
-76.1,196,102291.542953
-233.4,219,102309.799062
-123.8,200,102327.866055
-205.7,202,102344.898048
-512.8,223,102363.995041
-812.3,250,102387.471006
-1037.6,303,102413.849153
-209.0,218,102432.152273
-487.6,259,102454.190263
-586.1,204,102472.275467
-1250.5,259,102496.845175
-568.7,230,102516.925825
-733.9,237,102539.061388
-271.9,199,102556.383154
-96.5,332,102585.426409
-462.6,223,102604.265345
-363.5,218,102623.343073
-643.3,221,102644.670272
69.5,361,102676.742455
-832.8,221,102697.758411
-330.2,192,102716.248543
-65.3,168,102733.359617
-993.8,342,102765.432596
-324.8,203,102784.473208
-505.7,191,102802.492746
-681.8,222,102824.159731
-290.7,201,102842.588655
-498.5,213,102863.964684
-567.8,197,102883.017744
-84.2,204,102900.441794
37.2,190,102917.613101
-1316.0,328,102946.831816
-64.6,195,102964.60803
69.1,185,102981.161898
-373.7,223,103000.192398
75.2,360,103032.323979
-601.7,201,103054.16801
-212.8,212,103073.116096
6.7,199,103091.182674
-132.2,207,103109.386239
-294.8,208,103127.895338
18.6,178,103144.172143
-125.1,205,103162.488358
7.1,200,103180.776167
5.7,198,103197.360188
-117.4,198,103214.89725
-390.4,223,103234.100316
-471.3,216,103253.123266
-683.7,237,103273.242329
-442.4,204,103291.329326
-548.1,221,103312.028965
-339.2,222,103330.435436
65.7,190,103347.086435
-111.4,190,103364.596807
-708.4,237,103385.077456
-1375.8,316,103413.758527
-1182.3,282,103439.85212
-114.7,195,103457.10758
-111.3,199,103475.043504
-687.8,263,103499.54054
-100.8,206,103517.08446
-784.3,255,103538.803731
-328.1,223,103557.876695
-627.9,219,103578.896541
-1211.7,313,103606.524491
83.7,189,103623.210676
-992.0,293,103647.345261
-274.8,188,103664.656583
-84.4,199,103682.708435
-89.9,206,103700.7977
-426.5,216,103721.867499
-293.2,214,103740.129445
46.8,183,103757.078304
-144.4,208,103775.469513
-558.3,262,103797.527516
-385.8,219,103816.825554
-1087.9,253,103840.532349
-289.7,195,103858.830507
-504.3,242,103878.890568
-400.6,214,103898.185658
-111.7,192,103915.256534
-967.5,234,103937.824714
52.6,180,103954.104568
-720.0,207,103974.088534
-111.7,205,103991.849565
-40.0,200,104009.099176
40.7,189,104026.373456
-45.9,213,104045.222492
-104.2,190,104062.916393
-12.4,200,104080.494476
-66.7,198,104097.592489
-110.3,211,104116.114563
-26.4,200,104133.57776
55.1,191,104150.450355
-1199.3,293,104177.558489
-205.6,218,104196.474449
-1166.9,284,104223.048523
-722.5,232,104243.081542
67.6,186,104259.622481
81.9,186,104275.83658
-519.2,243,104297.149476
-98.4,189,104314.167572
-345.4,204,104332.564374
-411.4,221,104351.974519
19.1,184,104368.760435
-1202.1,281,104394.952593
-302.8,192,104412.19352
-1004.5,267,104435.297462
-188.1,192,104453.356424
-627.2,222,104474.622538
-112.0,205,104492.452485
-85.0,204,104509.974404
-77.3,212,104528.113822
-598.4,260,104550.154469
-885.4,219,104571.937449
-934.6,273,104594.973526
51.8,183,104611.622469
-25.5,207,104628.7449
39.3,361,104663.777432
-154.9,193,104681.011503
2.0,187,104698.332415
-439.0,216,104716.376425
38.0,185,104733.112436
-260.2,206,104751.251436
-5.9,366,104784.132508
-334.4,211,104803.157462
-617.0,209,104821.397459
-562.5,218,104841.949446
-171.3,197,104859.028454
-581.9,201,104880.106326
-5.0,196,104898.102268
-1165.1,287,104922.148995
-487.7,208,104942.319162
-666.0,255,104964.404315
-126.5,204,104982.756464
-150.2,217,105000.775939
-898.5,261,105024.83814
-183.3,208,105042.757192
-1183.1,276,105068.590553
-2.3,183,105085.083326
33.2,195,105102.378821
-130.7,214,105120.898502
91.4,187,105137.924094
-239.4,210,105156.541261
-115.0,216,105175.33474
-24.5,214,105193.268074
-712.4,230,105213.306077
-111.5,203,105231.445132
83.3,322,105262.557231
-695.1,241,105283.65816
-386.8,205,105301.89505
-94.7,190,105318.983844
101.6,376,105354.052929
-390.4,217,105372.968039
-903.6,265,105395.023175
-110.0,185,105412.115737
-760.2,256,105436.234538
-159.4,206,105453.923583
-877.5,245,105475.152076
-399.6,212,105493.6102
-847.7,232,105515.65365
-25.3,202,105533.230098
-502.1,237,105553.270097
-143.7,204,105571.475077
-402.3,216,105590.56506
-624.3,215,105611.306669
-974.8,248,105632.844181
-56.8,188,105649.910926
-187.9,195,105667.536712
-992.1,270,105692.654899
-949.6,252,105714.529772
81.9,180,105731.018026
-368.8,215,105749.051286
57.2,348,105784.604329
-832.5,266,105808.753463
-249.7,210,105827.814431
-39.5,185,105845.302662
-608.7,240,105867.373379
-10.6,204,105885.437403
-69.4,205,105903.16357
-170.4,196,105920.871599
-784.4,227,105941.106553
-100.7,186,105958.640597
-203.5,211,105977.397546
-455.6,211,105995.469373
-619.5,230,106015.616934
-289.1,214,106034.673389
-853.5,215,106056.540848
-885.7,240,106077.131375
-638.4,237,106097.308467
-124.5,324,106129.414518
-202.5,220,106148.946688
-108.1,199,106166.609444
-545.7,238,106188.125986
-68.3,187,106205.178233
-623.9,255,106228.40616
-358.6,219,106247.872458
-90.1,193,106265.409348
-141.4,210,106284.07575
33.8,378,106320.373348
-211.5,228,106340.400333
-15.3,192,106357.317766
-493.3,242,106378.910617
-312.9,216,106397.996551
-132.2,200,106416.111973
-1503.3,300,106443.229631
-120.9,198,106461.265341
39.9,343,106494.654376
59.3,186,106511.539406
17.6,198,106528.7012
-171.0,208,106547.46745
-1092.7,289,106573.456312
-229.9,216,106592.901412
-402.5,220,106612.014838
-644.5,247,106633.066777
-551.1,211,106651.822367
-250.1,188,106668.948644
-653.3,223,106692.657648
-210.6,208,106711.565309
-819.8,242,106732.553357
-136.9,192,106749.678973
-376.8,203,106767.766786
-1718.0,351,106801.068351
-514.5,228,106821.004386
-958.7,276,106846.375319
-107.6,209,106864.870857
-158.7,205,106883.129383
41.6,186,106899.962423
-307.2,215,106919.364387
79.5,184,106936.144914
43.7,199,106953.854384
-153.4,213,106972.963201
59.3,188,106989.654339
-324.3,209,107008.422352
-114.3,204,107026.722406
-40.1,201,107044.565292
-113.3,190,107061.615377
-26.7,197,107079.244404
-453.7,220,107099.485116
-56.2,199,107116.5521
-672.7,224,107135.633297
-259.5,208,107154.11243
-55.1,177,107170.356312
-20.7,191,107187.601351
-464.4,218,107206.636335
-102.0,191,107223.722318
-113.7,185,107240.805304
-878.2,258,107262.885652
-1026.1,246,107286.19838
70.2,186,107302.689606
12.4,202,107319.995376
-112.2,210,107338.017461
-778.7,256,107360.117452
-28.9,175,107376.56325
-479.1,228,107396.623278
-901.5,246,107420.21933
75.2,178,107436.824127
-373.9,219,107456.428381
47.2,188,107473.085237
-939.4,247,107494.387256
-59.0,185,107511.428999
-117.3,187,107528.47624
67.4,346,107560.504044
-1009.4,234,107583.407235
-352.5,198,107602.526663
-653.2,378,107637.580293
-743.3,220,107659.696243
-252.4,206,107677.93423
-212.5,202,107696.45132
-278.3,217,107715.120358
-970.3,248,107737.151348
-376.4,215,107756.314263
-152.0,189,107773.387333
-186.4,199,107791.456408
-679.8,220,107812.720116
-397.5,232,107832.762259
-691.0,244,107853.941142
-422.4,227,107876.091193
-23.3,208,107894.431849
-850.1,220,107914.485264
29.4,190,107931.810407
-252.7,202,107949.533818
-284.0,184,107966.563168
-126.3,206,107984.472287
45.9,189,108001.957785
-393.8,234,108021.925772
-345.8,208,108040.008816
-86.2,192,108057.338182
95.2,173,108073.832278
-121.2,196,108091.748069
-40.5,200,108109.113155
-30.7,206,108127.035174
-103.0,201,108145.286206
-352.5,219,108164.471157
-575.3,209,108183.492237
-346.3,202,108201.539133
-1372.3,304,108229.613785
-251.1,197,108247.686196
-472.8,228,108267.361174
-144.1,196,108285.394662
-318.4,215,108304.498937
-751.2,217,108326.809182
-252.1,233,108346.821129
-89.5,172,108362.876978
-848.4,245,108383.139099
-74.2,190,108400.494686
-647.0,242,108421.523089
-943.5,242,108444.412522
-615.6,229,108464.621163
-97.8,192,108481.66724
-362.1,201,108500.163135
-307.4,189,108518.18918
-19.6,355,108550.23021
-1056.4,247,108573.945081
93.3,175,108590.552047
-496.2,222,108609.647515
63.9,176,108625.876127
-496.6,235,108645.969068
-771.6,225,108666.007129
-387.5,209,108685.039111
-136.7,202,108703.099276
-598.3,219,108724.303177
-105.8,205,108741.976064
-19.6,202,108759.929055
-195.6,213,108778.432033
58.3,184,108794.953117
-241.6,206,108813.001783
-190.4,208,108831.938212
-326.1,201,108850.019742
-4.0,191,108867.22804
-256.9,203,108885.280933
116.9,298,108912.786291
-1087.1,279,108936.174981
-31.3,358,108971.223005
-551.0,224,108991.330056
-83.8,168,109007.675161
-1044.2,267,109033.334988
-814.0,228,109053.436104
79.0,182,109069.784047
-81.2,196,109087.951643
-805.4,227,109108.041065
-4.9,185,109125.235138
-191.5,202,109143.508011
-974.7,256,109165.527015
-1154.7,293,109192.601843
-872.2,224,109214.864101
-360.9,227,109234.157077
-1077.2,280,109259.995032
-294.8,213,109279.104047
-21.1,197,109297.683918
-374.2,225,109317.961993
-282.7,209,109336.57326
-635.8,233,109356.633104
-393.1,194,109374.674
-114.9,201,109392.80498
-228.3,195,109411.863994
-602.6,190,109431.057204
-79.4,178,109448.092249
-984.5,264,109473.027007
-390.3,210,109491.978608
-1173.4,284,109518.454073
-457.7,223,109538.555974
-1066.1,264,109561.678921
-507.0,196,109580.113993
-449.6,217,109601.90492
-1115.4,267,109624.760972
-480.0,212,109643.853091
57.2,361,109678.892925
119.9,352,109710.921063
-761.7,225,109733.566276
-604.6,222,109753.416907
-333.8,199,109771.465072
-111.1,189,109788.900012
-50.8,188,109805.784253
-181.6,191,109822.113284
-416.1,210,109841.711976
-116.1,206,109860.156652
-416.7,218,109879.337924
-381.4,202,109898.38881
-604.8,228,109918.451995
101.9,172,109934.710672
-116.4,198,109952.153984
-286.8,195,109970.184693
-597.1,245,109991.210303
-284.4,193,110009.378958
-1089.0,261,110034.180779
-506.8,219,110053.643781
49.0,370,110088.707907
-62.6,191,110105.774953
-38.4,205,110123.655802
44.8,377,110158.256782
-456.7,205,110178.744819
-394.6,216,110198.573889
-623.3,211,110217.879793
-276.8,210,110236.904892
-339.8,201,110255.165915
-517.0,221,110275.017829
-90.7,186,110292.061282
-1028.9,266,110316.994631
-89.4,209,110337.06013
-253.8,194,110355.501925
-218.5,199,110373.682278
-158.4,221,110393.000849
-146.6,185,110410.299944
-158.8,196,110428.528927
-13.0,190,110445.632805
-134.3,205,110464.627582
-70.3,200,110483.06292
-52.5,197,110500.092761
-29.5,203,110517.698628
-22.9,196,110535.495241
-205.4,197,110553.584785
-176.6,209,110571.966873
-25.7,195,110589.407765
-140.1,205,110607.720763
-169.1,207,110625.784739
-1090.1,280,110652.006081
-880.7,244,110673.122781
-697.1,256,110697.318772
-503.4,227,110717.375828
-527.9,231,110737.956762
88.9,179,110754.563954
-884.9,277,110779.968575
-102.4,192,110797.416813
-142.2,216,110816.796787
-58.8,188,110833.841509
-910.8,259,110855.945196
98.4,182,110872.291857
-863.0,240,110893.946948
-505.1,196,110912.043759
-308.3,203,110930.085594
-631.8,212,110952.079058
-953.6,248,110974.581794
-136.1,187,110991.629794
-399.7,217,111010.997948
-124.8,180,111028.049569
-976.8,240,111049.1069
-831.0,218,111068.607275
-379.4,208,111089.757638
91.1,385,111124.8468
-546.4,215,111146.445655
-167.0,203,111164.190748
-142.5,212,111182.656695
-186.0,210,111201.709711
-82.9,185,111218.764603
-120.0,204,111238.029492
25.2,180,111254.36749
-377.1,201,111272.928154
-930.1,212,111294.056446
-174.6,216,111313.548424
-200.1,206,111331.404338
33.3,177,111348.084037
-1188.0,294,111375.67538
-808.4,226,111395.725142
-427.1,217,111414.817529
-87.1,191,111431.871515
-521.7,366,111467.20886
-436.5,213,111486.471628
61.5,193,111503.810035
-201.7,204,111522.135355
-187.3,196,111539.839314
-126.4,209,111558.563457
-326.4,225,111578.794506
-789.7,240,111600.049321
-104.4,199,111618.230346
-962.3,233,111640.505466
-647.3,217,111659.610446
